State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
1397	Wisconsin	yHKS105	Lachancea kluyveri	Lachancea	Ascomycota	44.560833, -88.093161	44.560833	-88.093161	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#31	c	YHKS_#31	30	Howard, WI (Meadowbrook Park)	Kayla Sylvester	TRUE	yHKS105	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1398	Wisconsin	yHQL189	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	smiley5	a	YHQL_smiley5	10	Picnic Point, WI	NA	TRUE	yHQL189	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
1399	Wisconsin	yHKS144	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.089361, -89.415891	43.089361	-89.415891	Plant	Plant Matter	Fruit	Berry	Unknown	Unknown	NA	Unknown	Unknown	Unknown	NA	NA	#11	a	YHKS_#11	30	Madison, WI (Picnic Point Path)	Ashanti Rogers	TRUE	yHKS144	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1400	Wisconsin	yHKS217	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.395533, -87.866440	43.395533	-87.86644	Tree	Soil	Soil	NA	NA	NA	NA	Fraxinus	Fraxinus pennsylvanica	Green Ash	NA	NA	#72	a	YHKS_#72	30	Port Washington, WI (Upper Lake Park)	Kayla Sylvester	TRUE	yHKS217	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1401	Wisconsin	yHKS611	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#239	a	YHKS_#239	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS611	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1402	Wisconsin	yHKS46	Kluyveromyces marxianus	Kluyveromyces	Ascomycota	44.822924, -87.913245	44.822924	-87.913245	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus deltoides	Eastern Cottonwood	NA	NA	#29	a	YHKS_#29	30	Pensaukee, WI	Kayla Sylvester	TRUE	yHKS46	Kluyveromyces marxianus	Saccharomycotina	Kluyveromyces	Upper Midwest
1403	Wisconsin	yHKS685	Cyberlindnera sp.	Cyberlindnera	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus ellipsoidalis	Hill's Oak	NA	NA	#222	a	YHKS_#222	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS685	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1404	Wisconsin	yHRVM273	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Carya	Carya ovata	Shabark Hickory	NA	NA	3D5	a	YHRVM_3D5	22	Grandad's Bluff, Lacrosse, WI	Drew Doering	TRUE	yHRVM273	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
1405	Wisconsin	yHKS3	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Bark	NA	NA	NA	NA	Pyrus	Pyrus communis	Pear	NA	NA	#19	a	YHKS_#19	30	Sussex, WI	Kayla Sylvester	TRUE	yHKS3	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1406	Wisconsin	yHKS117	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#26	a	YHKS_#26	10	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS117	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1407	Wisconsin	yHRVM201	Candida sake	Candida	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Plant	Soil	Soil	NA	NA	NA	NA	Hosta	Hosta sp.	Hosta	NA	NA	2D4	a	YHRVM_2D4	10	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM201	Candida sake	Saccharomycotina	Candida	Upper Midwest
1408	Wisconsin	YHMH115	Saccharomyces paradoxus	Saccharomyces	Ascomycota	42.943977, -89.583042	42.943977	-89.583042	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	45	b	YHMH_45	10	verona Town, Bud Jackson school Forest, WI	Max Haase	TRUE	YHMH115	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Upper Midwest
1410	Wisconsin	yHKS389	Candida ergatensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Diseased	Fagus	Fagus grandifolia	American Beech	NA	NA	#138	a	YHKS_#138	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS389	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Upper Midwest
1411	Wisconsin	yHRVM50	Candida sake	Candida	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	7D1	c	YHRVM_7D1	10	Madison, WI	Ryan Moriarty	TRUE	yHRVM50	Candida sake	Saccharomycotina	Candida	Upper Midwest
1412	Wisconsin	yHRVM281	Mrakia gelida	Mrakia	Basidiomycota	42.866603, -88.336550	42.866603	-88.33655	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	8D4	b	YHRVM_8D4	10	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM281	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
1413	Wisconsin	yHKS417	Curvibasidium cygneicollum	Curvibasidium	Basidiomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#136	b	YHKS_#136	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS417	Curvibasidium cygneicollum	Basidiomycota	Curvibasidium	Upper Midwest
1415	Wisconsin	yHRM62	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Salix	Salix sp.	Willow	NA	NA	3_R_1	a	YHRM_3_R_1	22	Picnic Point, Madison WI	RM	TRUE	yHRM62	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1416	Wisconsin	yHKB110	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	KBOCT3	b	YHKB_KBOCT3	22	Northeastern WI	Bill Saucier	TRUE	yHKB110	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1418	Wisconsin	yHKS680	Curvibasidium cygneicollum	Curvibasidium	Basidiomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	#216	a	YHKS_#216	10	Delafield,WI	Kayla Sylvester	TRUE	yHKS680	Curvibasidium cygneicollum	Basidiomycota	Curvibasidium	Upper Midwest
1419	Wisconsin	yHKB387	Mrakia blollopsis	Mrakia	Basidiomycota	44:-88	44	-88	Fungus	Fungus	Fungus	NA	NA	NA	NA	Artomyces	Artomyces pyxidata	Coral Fungus	Fungus	NA	KBOCT4	a	YHKB_KBOCT4	4	Northeastern WI	Bill Saucier	TRUE	yHKB387	Mrakia blollopis	Basidiomycota	Mrakia	Upper Midwest
1420	Wisconsin	yHQL255	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Fungus	Fungus	NA	NA	NA	NA	Ostrya	Ostrya virginiana	American hophornbeam	Fungus	NA	3	a	YHQL_3	30	Blue Mound State Park	Sarah Wright	TRUE	yHQL255	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1421	Wisconsin	yHKS17	Kluyveromyces lactis	Kluyveromyces	Ascomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#22	a	YHKS_#22	30	Sussex, WI	Kayla Sylvester	TRUE	yHKS17	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Upper Midwest
1422	Wisconsin	yHQL276	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Plant Matter	Bark	NA	NA	NA	NA	Ostrya	Ostrya virginiana	American hophornbeam	NA	NA	7	a	YHQL_7	10	Blue Mound State Park	Sarah Wright	TRUE	yHQL276	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1423	Wisconsin	yHKS315	Candida sp.	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Fungus	Fungus	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	Fungus	NA	#130	a	YHKS_#130	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS315	Candida sp.	Saccharomycotina	Candida	Upper Midwest
1424	Wisconsin	yHKS595	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	#223	a	YHKS_#223	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS595	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1425	Wisconsin	YHMH106	Mrakia blollopsis	Mrakia	Basidiomycota	44.498357, -87.924178	44.498357	-87.924178	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	59	b	YHMH_59	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH106	Mrakia blollopis	Basidiomycota	Mrakia	Upper Midwest
1427	Wisconsin	yHQL199	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	6	a	YHQL_6	30	Blue Mound State Park	Sarah Wright	TRUE	yHQL199	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1428	Wisconsin	yHQL208	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	4	a	YHQL_4	22	Blue Mound State Park	Sarah Wright	TRUE	yHQL208	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1429	Wisconsin	yHKS118	Mrakia blollopsis	Mrakia	Basidiomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#26	b	YHKS_#26	10	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS118	Mrakia blollopis	Basidiomycota	Mrakia	Upper Midwest
1430	Wisconsin	yHQL687	Pichia fermentans	Pichia	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Tree	Soil	Soil	NA	NA	NA	Rotting	Malus	Malus sp.	Apple Tree	NA	by decaying fruit	14	a	YHQL_14	22	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Sorlie, Lisa	TRUE	yHQL687	Pichia fermentans	Saccharomycotina	Pichia	Upper Midwest
1431	Wisconsin	yHQL683	Pichia fermentans	Pichia	Ascomycota	44.843134, -88.360218	44.843134	-88.360218	Soil	Soil/Plant Matter	Duff	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	decaying at Oconto River shoreline	6	a	YHQL_6	30	Pulcifer Park: STH 22 at CTH C, Shawano County WI	Sorlie, Lisa	TRUE	yHQL683	Pichia fermentans	Saccharomycotina	Pichia	Upper Midwest
1432	Wisconsin	yHKS100	Lachancea kluyveri	Lachancea	Ascomycota	44.293474, -88.401231	44.293474	-88.401231	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#30	a	YHKS_#30	30	Grand Chute, WI (Einstein Park)	Kayla Sylvester	TRUE	yHKS100	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1433	Wisconsin	yHKS101	Lachancea kluyveri	Lachancea	Ascomycota	44.822924, -87.913245	44.822924	-87.913245	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#28	a	YHKS_#28	30	Pensaukee, WI	Kayla Sylvester	TRUE	yHKS101	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1434	Wisconsin	yHQL88	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Fruit	Pear	Rosaceae	Pome	Rotting	Pyrus	Pyrus sp.	NA	NA	NA	smiley3A	a	YHQL_smiley3A	22	local Madison, WI backyard	S. Smead	TRUE	yHQL88	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
1435	Wisconsin	yHKS102	Lachancea kluyveri	Lachancea	Ascomycota	44.560833, -88.093161	44.560833	-88.093161	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Cercis	Cercis canadensis	Eastern Redbud	NA	NA	#32	a	YHKS_#32	30	Howard, WI (Meadowbrook Park)	Kayla Sylvester	TRUE	yHKS102	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1436	Wisconsin	yHKS372	Candida ergatensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Dead	NA	NA	NA	NA	NA	#143	a	YHKS_#143	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS372	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Upper Midwest
1437	Wisconsin	yHKS103	Lachancea kluyveri	Lachancea	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Plant Matter	Bark	NA	NA	NA	NA	Cercis	Cercis canadensis	Eastern Redbud	NA	NA	#42	a	YHKS_#42	30	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS103	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1438	Wisconsin	yHKS368	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#135	a	YHKS_#135	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS368	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1439	Wisconsin	yHKS135	Lachancea kluyveri	Lachancea	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#57	a	YHKS_#57	30	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS135	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1440	Wisconsin	YHMH93	Aureobasidium pullulans	Aureobasidium	Ascomycota	44.500476, -87.923860	44.500476	-87.92386	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	63	c	YHMH_63	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH93	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	Upper Midwest
1441	Wisconsin	yHRVM207	Aureobasidium pullulans	Aureobasidium	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	8D4	b	YHRVM_8D4	22	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM207	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	Upper Midwest
1442	Wisconsin	yHQL28	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.418334, -89.626967	43.418334	-89.626967	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	Mer1	a	YHQL_Mer1	30	Devil's Head Resort Merrimac, WI	Jin Kang	TRUE	yHQL28	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
1443	Wisconsin	yHKS696	Candida railenensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#231	a	YHKS_#231	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS696	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1444	Wisconsin	yHKB100	Kazachstania martiniae	Kazachstania	Ascomycota	43.4316:-89.7372	43.4316	-89.7372	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	KBOCT16	a	YHKB_KBOCT16	22	Devil's Lake State Park (Baraboo, WI)	Drew Doering	TRUE	yHKB100	Kazachstania martiniae	Saccharomycotina	Kazachstania	Upper Midwest
1445	Wisconsin	yHQL692	Torulaspora delbrueckii	Torulaspora	Ascomycota	44.843134, -88.360218	44.843134	-88.360218	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Acer	Acer negundo	Boxelder Maple	NA	decaying	4	a	YHQL_4	22	Pulcifer Park: STH 22 at CTH C, Shawano County WI	Sorlie, Lisa	TRUE	yHQL692	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1446	Wisconsin	yHKB126	Kazachstania martiniae	Kazachstania	Ascomycota	44:-88	44	-88	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Populus	Populus tremuloides	American Aspen	NA	NA	KBOCT14	c	YHKB_KBOCT14	22	Northeastern WI	Bill Saucier	TRUE	yHKB126	Kazachstania martiniae	Saccharomycotina	Kazachstania	Upper Midwest
1447	Wisconsin	yHKS87	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	44.560833, -88.093161	44.560833	-88.093161	Tree	Plant Matter	Bark	NA	NA	NA	NA	Ulmus	Ulmus americana	American Elm	NA	NA	#33	b	YHKS_#33	30	Howard, WI (Meadowbrook Park)	Kayla Sylvester	TRUE	yHKS87	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
1449	Wisconsin	yHQL44	Pichia kudriavzevii	Pichia	Ascomycota	43.074376, -89.410549	43.074376	-89.410549	Tree	Plant Matter	Fruit	Pear	Rosaceae	Pome	Rotting	Pyrus	Pyrus sp.	NA	NA	NA	smiley3A,A	a	YHQL_smiley3A,A	30	local Madison, WI backyard	S. Smead	TRUE	yHQL44	Pichia kudriavzevii	Saccharomycotina	Pichia	Upper Midwest
1451	Wisconsin	yHKS347	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#123	b	YHKS_#123	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS347	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1452	Wisconsin	yHRM40	Torulaspora delbrueckii	Torulaspora	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Ulmus	Ulmus rubra	Slippery Elm	NA	NA	56	a	YHRM_56	10	Picnic Point, Madison WI	RM	TRUE	yHRM40	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1454	Wisconsin	YHMH88	Metschnikowia zizyphicola	Metschnikowia	Ascomycota	44.499636, -87.925105	44.499636	-87.925105	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	60	b	YHMH_60	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH88	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
1455	Wisconsin	yHKS676	Metschnikowia sp.	Metschnikowia	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	#212	a	YHKS_#212	10	Delafield,WI	Kayla Sylvester	TRUE	yHKS676	Candida sp.	Saccharomycotina	Candida	Upper Midwest
1458	Wisconsin	yHRVM63	Candida sake	Candida	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Plant	Moss	Moss	NA	NA	NA	NA	Unknown	Unknown	Moss	NA	NA	8D1	a	YHRVM_8D1	10	Madison, WI	Ryan Moriarty	TRUE	yHRVM63	Candida sake	Saccharomycotina	Candida	Upper Midwest
1459	Wisconsin	yHQL186	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Seed	NA	NA	NA	NA	Ginkgo	Ginkgo biloba	Ginkgo	NA	NA	smiley2A	a	YHQL_smiley2A	10	local Madison, WI backyard	NA	TRUE	yHQL186	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
1460	Wisconsin	yHKB166	Candida railenensis	Candida	Ascomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT6	a	YHKB_KBOCT6	10	Northeastern WI	Bill Saucier	TRUE	yHKB166	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1461	Wisconsin	yHQL45	Pichia kudriavzevii	Pichia	Ascomycota	43.074376, -89.410549	43.074376	-89.410549	Tree	Plant Matter	Fruit	Pear	Rosaceae	Pome	NA	Pyrus	Pyrus sp.	NA	NA	NA	smiley3B	b	YHQL_smiley3B	30	local Madison, WI backyard	S. Smead	TRUE	yHQL45	Pichia kudriavzevii	Saccharomycotina	Pichia	Upper Midwest
1464	Wisconsin	YHMH86	Mrakia gelida	Mrakia	Basidiomycota	44.499636, -87.925103	44.499636	-87.925103	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	60	d	YHMH_60	10	Green Bay, Baird Creek, WI	Max Haase	TRUE	YHMH86	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
1465	Wisconsin	yHKB411	Mrakia blollopsis	Mrakia	Basidiomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus rubra	Red Oak	NA	NA	KBOCT7	c	YHKB_KBOCT7	4	Northeastern WI	Bill Saucier	TRUE	yHKB411	Mrakia blollopis	Basidiomycota	Mrakia	Upper Midwest
1466	Wisconsin	yHQL163	Pichia fermentans	Pichia	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	smiley5	b	YHQL_smiley5	10	local Madison, WI backyard	NA	TRUE	yHQL163	Pichia fermentans	Saccharomycotina	Pichia	Upper Midwest
1467	Wisconsin	yHQL227	Lachancea fermentati	Lachancea	Ascomycota	43.189523, -89.622457	43.189523	-89.622457	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	15	a	YHQL_15	30	Indian Lake County Park	Sarah Wright	TRUE	yHQL227	Lachancea fermentati	Saccharomycotina	Lachancea	Upper Midwest
1469	Wisconsin	yHQL205	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.122028, -89.484072	43.122028	-89.484072	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	11	a	YHQL_11	22	Pheasant Branch Conservancy	Sarah Wright	TRUE	yHQL205	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1470	Wisconsin	yHKB430	Aureobasidium pullulans	Aureobasidium	Ascomycota	44.8900,-88.3073	44.89	-88.3073	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Malus	Malus sp.	NA	NA	NA	LS13	a	YHKB_LS13	10	Gillett, WI	Lisa Sorlie	TRUE	yHKB430	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	Upper Midwest
1471	Wisconsin	yHQL217	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	6	a	YHQL_6	22	Blue Mound State Park	Sarah Wright	TRUE	yHQL217	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Upper Midwest
1472	Wisconsin	yHQL68	Pichia fermentans	Pichia	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Fruit	Pear	Rosaceae	Pome	NA	Pyrus	Pyrus sp.	NA	NA	NA	smiley3B	b	YHQL_smiley3B	22	local Madison, WI backyard	S. Smead	TRUE	yHQL68	Pichia fermentans	Saccharomycotina	Pichia	Upper Midwest
1473	Wisconsin	yHRVM282	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	42.866603, -88.336550	42.866603	-88.33655	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	8D4	c	YHRVM_8D4	10	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM282	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1474	Wisconsin	yHKS569	Aureobasidium pullulans	Aureobasidium	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	#212	a	YHKS_#212	22	Delafield,WI	Kayla Sylvester	TRUE	yHKS569	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	Upper Midwest
1475	Wisconsin	yHKS369	Candida ergatensis	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Diseased	Fagus	Fagus grandifolia	American Beech	NA	NA	#138	a	YHKS_#138	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS369	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Upper Midwest
1477	Wisconsin	yHRM15	Meyerozyma caribbica	Meyerozyma	Ascomycota	NA	NA	NA	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Acer	Acer negundo	Boxelder Maple	NA	NA	2.8	a	YHRM_2.8	22	Picnic Point, Madison WI	RM	TRUE	yHRM15	Meyerozyma caribbica	Saccharomycotina	Meyerozyma	Upper Midwest
1478	Wisconsin	yHKS329	Hanseniaspora vineae	Hanseniaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Dead	NA	NA	NA	NA	NA	#145	a	YHKS_#145	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS329	Hanseniaspora vineae	Saccharomycotina	Hanseniaspora	Upper Midwest
